key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,keyrespp.keys,keyrespp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.rt,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,,RESPONSE RECORDED,0,right,,,right,0,2,2,2,1,2.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,,RESPONSE RECORDED,0,right,,,left,0,3,3,4,1,3.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,TRY HARDER,0,right,,,right,0,4,4,5,1,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,,PAY ATTENTION,0,right,,,,0,5,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,,RESPONSE RECORDED,1,left,,,left,0,6,6,10,1,3.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,0,7,7,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,,CONCENTRATE,1,left,,,left,0,8,8,3,1,4.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,,GO FASTER,1,left,,,right,0,9,9,9,1,4.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,,right,0,10,10,11,1,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,,RESPONSE RECORDED,1,left,,,left,0,11,11,0,1,4.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,,RESPONSE RECORDED,0,right,,,right,0,12,12,6,1,3.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,,RESPONSE RECORDED,0,right,,,right,0,13,13,12,1,2.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Press SPACE to continue",,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.969,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.119,right,2.34,0,0,0,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.047,0,1,1,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.065,0,2,2,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.045,0,3,3,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.882,0,4,4,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.362,0,5,5,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.263,0,6,6,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.107,0,7,7,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.547,0,8,8,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.719,0,9,9,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.003,0,10,10,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.235,0,11,11,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.252,0,12,12,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.444,0,13,13,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.272,0,14,14,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.419,0,15,15,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.976,0,16,16,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.219,0,17,17,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.111,0,18,18,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.189,0,19,19,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.363,0,20,20,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.185,0,21,21,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.151,0,22,22,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.202,0,23,23,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.517,0,24,24,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.635,0,25,25,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9,0,26,26,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.904,0,27,27,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.098,1,15.787,0,0,0,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.431,0,1,1,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.268,0,2,2,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.945,0,3,3,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.111,space,8.651
