key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,right,2.6153,0,20,20,13,1,belch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,left,1.3918,0,21,21,4,1,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,left,1.4561,0,22,22,14,1,tourist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,right,3.5719,0,23,23,0,1,drank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,left,1.8677,0,24,24,3,1,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,right,1.119,0,25,25,6,1,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,right,2.0176,0,26,26,1,1,ricochet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,right,1.9838,0,27,27,5,1,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,space,14.2809,,0,0,0,0,1,5 x 5 - 10 = 22?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,right,0,1,1,1,1,10 - 18 + 1 = -9?,4.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
